_id,spending_behavior,processing_timestamp,applicant_info.gender,applicant_info.zip_code,financials.annual_income,financials.credit_history_months,financials.debt_to_income,financials.savings_balance,decision.loan_approved,decision.rejection_reason,loan_purpose,decision.interest_rate,decision.approved_amount,financials.annual_salary,notes,applicant_info.email_hash,applicant_info.ssn_hash,applicant_info.ip_masked,applicant_info.age_band
app_264,"[{'category': 'Shopping', 'amount': 802}]",,Male,10063,50000,19,0.23,17902,True,,,4.3,39000.0,,,536fad6b8443bfb781e8f1184b7debeb275323ed8f6271c54bc971d37adad0ed,edee529d7132733e44666356826d1a4590c44acaab8e6618baed32142703cf0f,172.20.59.0,26-35
app_032,"[{'category': 'Utilities', 'amount': 483}, {'category': 'Shopping', 'amount': 767}, {'category': 'Rent', 'amount': 694}, {'category': 'Adult Entertainment', 'amount': 497}]",,Male,30019,124000,72,0.07,24282,True,,,5.5,75000.0,,,9a66848fafae5b86d76f993e5c65bacb395d3d899ece376ab227c6ad0613cb6b,2a87c550c700455b433fa2f2a305a2e4fe89eca5879cc67dd94024ad315a25c6,172.26.119.0,36-45
app_483,"[{'category': 'Entertainment', 'amount': 474}]",,M,10047,99000,44,0.07,27423,True,,,6.5,80000.0,,,b02c2417ace358432bd8701deffc5dbfb67030953f70fd15baadcf6ec546385a,c86f19e281460d5d296a1fc566e76941273d8f1289cb84cc3dcdd5c2e433d8c9,192.168.5.0,46-60
app_008,"[{'category': 'Utilities', 'amount': 881}]",,Female,90244,80000,24,0.43,22882,True,,,3.6,51000.0,,,ff32c6d4ec51a96e80934b5222dcfa87671d7c78e32578ae75fe8bb269298f03,6da500b00bfedcad674068da5d2b0317c52d408491e5457ca3e027d5c4c36285,10.234.196.0,26-35
app_419,"[{'category': 'Healthcare', 'amount': 145}, {'category': 'Travel', 'amount': 174}, {'category': 'Rent', 'amount': 647}]",,Male,10096,125000,5,0.24,63180,False,algorithm_risk_score,,,,,,1ba5315ad2854a620de30798d90873fcbc7869dfbff02a4f612d18770834ad8f,d9e6aaa495019cb004f2a35b4a0d934f24b8d89fa9a3050bb2d82808458e7057,172.30.247.0,36-45
app_442,"[{'category': 'Healthcare', 'amount': 536}]",,Female,90232,58000,88,0.11,13402,False,algorithm_risk_score,,,,,,73a160ece1cdf304f2a2c919afd0182da97bbfd047946421405ab4da36f2d055,d3c2009c6e84b9f579a66944dea08cb3bfacc4275246ec9d17c64784e6ee895d,192.168.34.0,46-60
app_493,"[{'category': 'Education', 'amount': 253}, {'category': 'Rent', 'amount': 509}, {'category': 'Transportation', 'amount': 413}]",,Female,90245,100000,99,0.25,34716,True,,,4.1,24000.0,,,a0ab2339b088a73e3c30b76a7622b402b3b38462b3f0131384bae98118f1bcb5,22c5e8251a9e346977ea08e2211d58157fb166ea32be6621a793cc998a87f96b,172.28.130.0,46-60
app_416,"[{'category': 'Entertainment', 'amount': 758}, {'category': 'Education', 'amount': 770}]",,Male,10066,100000,59,0.2,46148,False,algorithm_risk_score,,,,,,7b8a852e59dddf095e4b59fdbd87d4ef5f091353975c68c1ab6099c19cffea41,cad1fb7d4d10ced431326dcb2963b399934312dd7b4ac7a139d60c80635a87d1,10.203.158.0,36-45
app_119,"[{'category': 'Shopping', 'amount': 761}]",,Female,90216,74000,0,0.45,24617,False,algorithm_risk_score,,,,,,8c7644bee420a98e51f3b9be7fb309436e957b1e7958dcf47a52aa2125b4131b,dfeb058853dc92ab76598f760e42d285e9dd7df2cc31d15ed9e8bc6a00c3de8f,172.30.159.0,26-35
app_240,"[{'category': 'Insurance', 'amount': 778}]",,Female,90209,130000,83,0.14,59062,False,algorithm_risk_score,home_improvement,,,,,1dfa350c6a1a50fd8a2e56092926f39524b3373edd9d5836c81f0e94aafe4030,0b88c5c434f1c01ae345050cfa096964d8ad961c56b8831c2f4ca4b38c1a2ab5,192.168.197.0,46-60
app_154,"[{'category': 'Education', 'amount': 60}]",2024-01-15T00:00:00Z,Female,30015,119000,65,0.09,86849,True,,,6.5,15000.0,,,2b65c9961423f7dbcdd579019e5d7cb6fd26a5d0a5893fbe40bfcc8900181fa4,3ab7fedec666e2e930ebc453e802882994e74510b8be3c51f95e22eb98655777,192.168.101.0,36-45
app_166,"[{'category': 'Insurance', 'amount': 685}]",2024-01-15T00:00:00Z,Female,90247,118000,54,0.13,35023,False,algorithm_risk_score,,,,,,ff9b40d84e8fa70f3cc21193014b2eaaee64bbbaf25de4fbf96b00d68cec20ea,7ae159c37766b135c817ef5051264330364e2fe4425dd16f13bd4f64cc648074,192.168.208.0,46-60
app_100,"[{'category': 'Utilities', 'amount': 184}, {'category': 'Dining', 'amount': 463}]",,M,10001,79000,99,0.22,36346,True,,,2.8,19000.0,,,b8fe47f2ad9d4d3c670499366f142a936d1f02c795cb24e56933b1ed3b0b5f5d,05471e69acd1526f52475b7f22c219f4b733f326fa858f6fc5fbb9aa51614e26,172.29.10.0,60+
app_107,"[{'category': 'Dining', 'amount': 581}, {'category': 'Rent', 'amount': 857}]",,M,10087,91000,105,0.3,37143,False,algorithm_risk_score,,,,,,7ebae0d1f9f0074ae2f7e7925a24c1785ed102cfcb2440e834bbcf6cd8379a25,73a86155ab5410322beeeca0dc025baa645a04362e1f9b316f3dc60c3d28550a,172.30.66.0,60+
app_088,"[{'category': 'Transportation', 'amount': 339}]",,F,90229,55000,55,0.43,29118,False,algorithm_risk_score,,,,,,318e77a8008995b708580918480956a24f79788290749a05a05d3a977d1e5e40,b9ef7a9d339e9e582267be47aec92c3758f2c6aa2a96c055202e6aaf246be3b7,172.23.224.0,36-45
app_114,"[{'category': 'Groceries', 'amount': 819}, {'category': 'Travel', 'amount': 261}]",,Female,90204,75000,52,0.12,23554,True,,,3.9,50000.0,,,edbe077b9401ac7f50390918ba5838482ea4f0601f5df6e8e0b684c42817305b,914d1f9c64d12ef8fcb8b5d45ac1cfddf14c470c60e6cf29bdcb030ab9fef63b,172.20.125.0,26-35
app_421,"[{'category': 'Utilities', 'amount': 563}, {'category': 'Dining', 'amount': 861}]",,Male,10027,,44,0.06,5018,True,,,6.0,45000.0,46000.0,,894e7ee2d261987a127679c1a9c65d8840fd3ebc49561c89a1452ad0f05a3349,c798b4ff09c492dcbbcb55e07d271ad98a122417f1f7b145d544c1b848382de4,192.168.147.0,36-45
app_323,"[{'category': 'Travel', 'amount': 133}, {'category': 'Education', 'amount': 65}]",,Male,10090,113000,92,0.4,27746,True,,,3.9,80000.0,,,c7cc853b7f40b10954553a23104f22e5c265e671e74266491cbcb8a832212674,a561fbaccd0db4c06c1991b98a400a8d0d0461fbca3e098953409e106b23750d,172.26.169.0,36-45
app_288,"[{'category': 'Shopping', 'amount': 434}]",,Female,90252,88000,71,0.27,23054,True,,,5.5,67000.0,,,237f24b807856f8adf8fef3621967c156a0015f5c055c7a4a23cccdd26808ba5,a2d93b9466d0b860cf0497699fe0579fc50d2981b829c90ed01ce0ba2dad343d,192.168.114.0,60+
app_396,"[{'category': 'Shopping', 'amount': 698}, {'category': 'Dining', 'amount': 284}, {'category': 'Groceries', 'amount': 206}]",,Female,10027,96000,124,0.2,33232,True,,,5.4,40000.0,,,5bad237ef127060a686f54a5722628a7902cc23ace4a225ca597af35e4e1e6cc,e4acb264b91c48df647cdd6b1897fb130be5e1e8ff43f105e64d670ec6e7b15f,10.14.75.0,46-60
app_371,"[{'category': 'Rent', 'amount': 180}, {'category': 'Groceries', 'amount': 823}]",,Female,90250,76000,12,0.11,59032,False,algorithm_risk_score,,,,,,ce901e9360f3266d8bf17bdaa19d1f9cb5823ba6ed4f32c4e5dff230b3d0a1be,0c94dad905971a82f4c9d63c94d67d4f75b20e7b6341ee7990aa1654d1a79159,10.57.113.0,26-35
app_479,"[{'category': 'Transportation', 'amount': 136}]",,F,90205,,56,0.11,15630,False,algorithm_risk_score,,,,94000.0,,775a016aadad9066353f7cf1e7d3ee0cc592d1694abb3943d3b59063277b7c53,a251fc2dd39c2e9e7078058be300528ce3549b23c6806d2fd7341569ca04e4e4,172.25.239.0,36-45
app_149,"[{'category': 'Utilities', 'amount': 570}, {'category': 'Dining', 'amount': 376}]",2024-01-15T00:00:00Z,Female,90224,132000,72,0.2,48329,True,,,5.1,29000.0,,,10302176b057694313644cfbb1a1691649640adb0de86216ae7d0fd2306aba75,b2f9572d1166e9c802ede412399f36dcebd7656c1747a36c7ace543f2110617e,10.251.107.0,46-60
app_260,"[{'category': 'Dining', 'amount': 636}, {'category': 'Utilities', 'amount': 100}, {'category': 'Travel', 'amount': 399}]",,M,10035,36000,66,0.2,1358,False,algorithm_risk_score,,,,,,b61b551113c1d4fe50f5c276ec2e036dab403d00ee64896fe027776c546c301b,92b27a43b27dc4c99eb01be79be18a7a843e6a523bbadf9704b2c9759f443725,10.149.26.0,46-60
app_079,"[{'category': 'Utilities', 'amount': 815}, {'category': 'Dining', 'amount': 748}]",,Female,90280,97000,102,0.31,32958,False,high_dti_ratio,,,,,,bf44621714e490d3c2945e5994bb325de36fb74a6a4e5b3c95a0edde6ad1518e,3e6e6b472aefc4c4c252dad6530b5bce0ee1681cdabcb2c16063f31f31b62684,192.168.93.0,46-60
app_251,"[{'category': 'Groceries', 'amount': 580}, {'category': 'Travel', 'amount': 633}, {'category': 'Healthcare', 'amount': 575}]",,Male,10096,98000,19,0.31,27789,False,algorithm_risk_score,,,,,,ce7bca4b87a42296fc494064f50356fb88b650cb75ea36135890562507f662d9,9a46e1d9c85893b82cad96d1a47084d0466589a76c22342cf6c2c9b6269c05ae,192.168.70.0,36-45
app_404,"[{'category': 'Insurance', 'amount': 841}, {'category': 'Fitness', 'amount': 325}]",,Male,10017,91000,31,0.32,2729,True,,,5.9,69000.0,,,da4e58b7eb9fee84c83462f815f79110ecefa054f30745812819098b7198eda6,bf6fae78f965cbe97b3583f371172603eae6954ecbde74b1de43b8a1167d700a,172.30.59.0,36-45
app_247,"[{'category': 'Rent', 'amount': 594}, {'category': 'Healthcare', 'amount': 530}]",,Female,90231,64000,0,0.21,22335,False,algorithm_risk_score,wedding,,,,,7933b9246940e5604ffa3762c4c561ae2c09d5d46936ecbef2a08dcf7bc7d248,7a119b6fe5be2ba2501ccbecd8b6eccb0de697a9065753532b7d2ae20fa065d7,192.168.138.0,26-35
app_162,"[{'category': 'Dining', 'amount': 303}, {'category': 'Entertainment', 'amount': 197}, {'category': 'Fitness', 'amount': 617}]",2024-01-15T00:00:00Z,Male,10066,55000,47,0.3,10407,True,,,2.7,71000.0,,,f7c3b3c8d897e638421a0aec884c60104c173354e79f3248003cca238c75c361,d5718f078834c2e2d4f79aeeb3cf15bea6eedc1cd6c216061cbc1fceec1a96ea,10.53.239.0,26-35
app_029,"[{'category': 'Dining', 'amount': 258}]",,F,10035,46000,37,0.45,23075,True,,,3.1,48000.0,,,a04d62b6971b53da861785470dfaaac3f7326623781f1fbc8dbc24c5f0fb2a51,186e336427106ca70eeb72912c73a2530e71e7c5981f4f9b3e428858dcd9abb8,172.31.169.0,18-25
app_345,"[{'category': 'Dining', 'amount': 122}]",,Male,10041,60000,42,0.34,25288,False,algorithm_risk_score,,,,,,9ae76eb596eafccce1e94fde16a1a57edf6bb3f83a00b548f542cf173aee2cb8,da98e35b2f8d2c0035bbab2c800bf9bd9e5b20c1d8ca0f12cff3cc9140b1f361,192.168.91.0,46-60
app_059,"[{'category': 'Rent', 'amount': 234}]",,Male,10029,103000,50,0.3,40581,False,algorithm_risk_score,,,,,,386dd73c248d2942f57087e68c78573df6840e15745f10ce773a042d1d6154e7,a9221b8a7272707c532d3a4ea6809b1d4c4d58c70a3f79f9d02337e735fdd1f4,10.132.239.0,26-35
app_484,"[{'category': 'Insurance', 'amount': 286}, {'category': 'Travel', 'amount': 693}]",,Male,10001,69000,27,0.27,10775,True,,,3.2,34000.0,,,ea62a3b9a6cc3a0e87f2d0b94ddcc542323cf351d9a6439b818ef82d31832d0d,758f9a5bdf1b58bd4b1973e95eff3a7236f50c9506e485337b4e3f9d7c3c89b6,10.113.219.0,26-35
app_346,"[{'category': 'Transportation', 'amount': 752}]",,Male,90276,140000,60,0.25,38125,False,algorithm_risk_score,,,,,,2e3232ab931483e21f6e291baeeb261b51140325d0a49a72e0453b829077f58e,9425767b10070099c9a1753cb5f96dc91be0d69f376162879b58fdf843541fe8,172.21.15.0,46-60
app_297,"[{'category': 'Dining', 'amount': 897}, {'category': 'Groceries', 'amount': 693}]",,Male,10028,81000,84,0.38,30102,True,,,3.5,58000.0,,,8b8a1eb5a72100fbd30efec54d7c9784ed3227ed60a608e9f6f71efc8db3406a,ec8b27983ffb3816c7a2de3698effc971ac0be099258e02fd80e72b22f4ca9b8,172.29.27.0,36-45
app_223,"[{'category': 'Groceries', 'amount': 112}]",,Male,10040,57000,0,0.26,4528,True,,medical,5.1,40000.0,,,c0e7196ef2f6b71bef400ea82fa4a167522cba99bf0cdf7dd8e2f427e7b1194e,2e384282095a1b316a88344f4950215dd7791bdbb3b73c33fb97048ea3950359,10.162.20.0,18-25
app_052,"[{'category': 'Rent', 'amount': 328}]",,Male,10052,91000,119,0.11,38008,True,,,3.0,22000.0,,,56ab4a4985a335a40b3ab892411b29e177e6dfd38f5bc54a489b5c4f18dde2fa,cad69e893cd72f0241b5ab76391058a8a1e9f4b69692aa1674de757a27210315,192.168.174.0,46-60
app_261,"[{'category': 'Transportation', 'amount': 252}, {'category': 'Travel', 'amount': 352}]",,M,10041,63000,59,0.38,23287,False,algorithm_risk_score,,,,,,d9a6bbb441468bbbc1893fab8cb6adf9e1cd239977cecc5a894daa43f1fce10d,976c072c6257617120f252ee870213923dbac6dd550ddce0db38ebcda870e159,10.137.212.0,46-60
app_407,"[{'category': 'Entertainment', 'amount': 52}, {'category': 'Fitness', 'amount': 606}, {'category': 'Insurance', 'amount': 781}]",,Male,10076,74000,31,0.26,32341,False,algorithm_risk_score,,,,,,a2175a08cffdeb69b55778388e73e9f2cf964112618622ab2a5e31294a92f474,46cc64e01b06dccf042e609bf553a56226dd28ccee63a26dcd5d680f2efbcd67,192.168.53.0,26-35
app_014,"[{'category': 'Dining', 'amount': 339}]",,Female,10086,112000,35,0.45,9647,False,algorithm_risk_score,,,,,,14abc64fcc15bd8d13c209e0f72ba29b518d2ca4695d9b7931ea2d3ad718f37a,5ab5610d1db7b1493520d9d94992ba28754b675d1ab73d6c1ec98d8a1b0d2327,192.168.120.0,26-35
app_143,"[{'category': 'Groceries', 'amount': 791}]",2024-01-15T00:00:00Z,Male,10048,66000,113,0.28,23503,True,,,6.4,66000.0,,,97d7861e6978b2843ec312a3ed5f22cc3c49189c2aaf24d9728427cab1881e24,ea0d5427563c1f80316f023f3fedede0f0ead5c17d375405a93d2b2f0f72ca5d,192.168.180.0,60+
app_036,"[{'category': 'Dining', 'amount': 723}]",,Female,90227,141000,18,0.4,77318,True,,,3.3,49000.0,,,8951073ff4f692b0114f28687b4319bad8f26eda85a4d7a5287b457e85c09419,40277d79bab057afdf696fb3e44eff6da5fc89e6d5c9c121ef56c7e13ceba9b4,10.141.198.0,36-45
app_145,"[{'category': 'Utilities', 'amount': 826}]",2024-01-15T00:00:00Z,Female,90297,85000,26,0.43,17930,False,algorithm_risk_score,,,,,,13a280e7b6541b3c2eda4ede1dbf4c59ebcf217fe27c4c0cb719fa30dcddf2c5,de4b506746cb4f2a732108df5bdfd26987bd8296c94800a8aafdfac595994938,10.99.68.0,26-35
app_128,"[{'category': 'Fitness', 'amount': 199}]",,Male,10078,94000,81,0.4,73842,False,high_dti_ratio,,,,,,67b74340f7ee36f2074fdfe958da6d0237e6a26835364299cdb37ed9518ea7ed,f6959f1469f2538655345aeb6606afd4bf63ba1ef489f5c09de667c9c9f64514,10.5.184.0,36-45
app_016,"[{'category': 'Groceries', 'amount': 485}]",,M,10091,123000,71,0.37,86599,False,algorithm_risk_score,,,,,,5c13e8ed0bec71df7a34adb41b578a5761967a2dcb255c33b897af56f9cfe16f,b9ef7a9d339e9e582267be47aec92c3758f2c6aa2a96c055202e6aaf246be3b7,192.168.20.0,60+
app_144,"[{'category': 'Fitness', 'amount': 513}]",2024-01-15T00:00:00Z,Male,10024,56000,0,0.27,23970,True,,,6.2,39000.0,,,db827612b616b9c19b5ac5429ef0440c631f062dacd4641d0c72b47c074639e7,48b3033ebba78033c080af749b41dcd10795af53a8691cab70facdcc8f9a7d5f,10.176.136.0,26-35
app_134,"[{'category': 'Groceries', 'amount': 595}]",,Male,10048,98000,60,0.12,24889,True,,,6.0,69000.0,,,b54fac60cbcc75079e148ee8cd58f88c5c09f19f2a51355a09a14ef9e9a46a6d,5ee69e56fa0bbb74466d8c9594754c29efb831d23cb217871941a590f589e917,10.236.143.0,26-35
app_238,"[{'category': 'Fitness', 'amount': 666}, {'category': 'Entertainment', 'amount': 708}, {'category': 'Dining', 'amount': 720}]",,Male,10057,131000,112,0.17,65612,False,algorithm_risk_score,business,,,,,0b59646c7c0ddb040ad5c538e63ac521088fba00754ccb94adcf39f47652aaa8,7c035d52d47755fd4c5f901f857c3fb7bcaedd15ff1ecd242558b79e6d1c6f57,10.39.210.0,36-45
app_270,"[{'category': 'Travel', 'amount': 150}]",,Female,10098,58000,78,0.24,14687,False,algorithm_risk_score,,,,,,26d45ba3c666a50219d5179efc0244886927ecef88a8eb97ded1f7e4775290c8,13e2b6ed0e532a51aeaa26b344248f9d9a175d219614c4dfbf2e08273625ba41,172.24.233.0,26-35
app_151,"[{'category': 'Utilities', 'amount': 786}]",2024-01-15T00:00:00Z,M,10019,124000,59,0.4,53225,False,algorithm_risk_score,,,,,,947dddf96e5d32be3da40af04dff431f74a6d3c1591aed0a5b8f12c94c0e5995,032d0e38f632ef4311acb99792161441001d62c1650a10369a3f1f96f607d245,192.168.53.0,36-45
app_382,"[{'category': 'Travel', 'amount': 838}, {'category': 'Insurance', 'amount': 415}, {'category': 'Utilities', 'amount': 545}]",,Male,10091,102000,12,0.42,26781,True,,,5.8,22000.0,,,307b9413412f714a6ed5a7378b3d237f27bcd5fb4bb3b5ea17d77c24caaed9b0,103a4e6851fb799787fc0cddd85e99e31943c686ed35d78106bd17dbc232e2d3,192.168.185.0,26-35
app_351,"[{'category': 'Entertainment', 'amount': 809}]",2025-12-01T00:00:00Z,Male,30029,67000,9,0.12,26062,False,algorithm_risk_score,,,,,,607a0ca8f056387989f19a09c07e0d5634ee06633b8ac31c0c7be75d44e748a6,91126e60422b7083313a05119c375655ea3b7738ed5ba566ea66d05983ce4d0c,10.156.74.0,26-35
app_071,"[{'category': 'Utilities', 'amount': 719}, {'category': 'Rent', 'amount': 877}]",,F,90208,134000,69,0.07,72178,True,,,3.8,54000.0,,,3515dc6a695da8313016f6fa4fb6fe1ada183e647b355d8744d81e8a2c068f49,798017f5a9b24fb48cb21a26de3faa82c7dfb88bda3cf975919492b1b34732e9,192.168.24.0,46-60
app_057,"[{'category': 'Education', 'amount': 320}, {'category': 'Healthcare', 'amount': 488}]",,Female,90255,70000,42,0.15,38800,True,,,2.5,55000.0,,,66f61146210ded33a889c708c18ebcd0559a7430a32d440ce5077f88bdf66b6f,f317bec9e9fb2e11566397694493fde3e77ad0a864bd2a6fd3d52d194e2dc210,10.30.94.0,26-35
app_278,"[{'category': 'Fitness', 'amount': 414}]",,Female,10024,56000,0,0.28,9221,False,algorithm_risk_score,,,,,,6a1c0bf515320a40ee0c7251bd3df9c86581db081cf117c205d48764220fde42,079093877930a9cf33aac788087f25db0b3e27c0a18ab912bf1bcb1fa3e27189,10.133.35.0,26-35
app_391,"[{'category': 'Education', 'amount': 461}]",,Male,10044,69000,131,0.19,37029,True,,,4.9,65000.0,,,c514469ec2ba48560777be8be98b9c2ddfc7f29fea5f6a5d7fec1d549557c875,f877559bde13d554c16587987f076b7ac70d08b8e6cbc81d83e3cfc24b55d6c9,192.168.93.0,60+
app_271,"[{'category': 'Travel', 'amount': 54}, {'category': 'Utilities', 'amount': 74}]",,Female,90273,95000,44,0.35,34950,True,,,5.8,17000.0,,,e815fe4c04fe9ff61dc924ef7b4516bb5d92baea2a6ae8e3dbffa617de04527a,fffa9c09806b11e18756b99d0b9f264b5e2dafe2e5b4ddaf7670ee656124a6d6,192.168.120.0,36-45
app_170,"[{'category': 'Rent', 'amount': 696}, {'category': 'Fitness', 'amount': 699}]",2024-01-15T00:00:00Z,Male,30015,75000,40,0.18,10709,True,,,3.3,79000.0,,,d8b3a61ac2c1e50ccff06abc6dade2fd9fc1a946a32f8b80e93200b7354b556d,6926e708d5f89671efdf8f5d3b42155608c4c48438ce43ac7f2e5782c628f4d7,10.160.161.0,36-45
app_005,"[{'category': 'Insurance', 'amount': 585}]",,Female,90296,39000,76,0.06,15011,False,algorithm_risk_score,,,,,,1a407bcae335e67007abb52c9b1766b7b9cd78403829ffdea416d7b088f3e9be,8c2a4e7afef60f4e60cccf69d18a73b7ccb2e329904802dbd51ff13ee807e147,172.25.44.0,60+
app_043,"[{'category': 'Groceries', 'amount': 398}, {'category': 'Entertainment', 'amount': 464}]",,Male,10038,131000,-10,0.06,53098,True,,,3.9,68000.0,,,d1019f29b46223ea496e6784eb6d8481359e208d8515c89322c59c192986ae3f,da4bb77addf1ec886a7d1793df5d105eb4f4374f839a58e571a99cf082169950,10.204.248.0,36-45
app_204,"[{'category': 'Travel', 'amount': 778}]",,Male,90256,81000,63,0.22,14018,False,algorithm_risk_score,vacation,,,,,663284cb3b67899ca5fc75a9bcc8e74b0ae62835f97ef2afb793d26aad6ab7ef,15a073f1083938a21a1ecf4750fa3b15e4397c63ecbb2e2f48e09bf1c940f6a8,10.77.72.0,36-45
app_465,"[{'category': 'Entertainment', 'amount': 205}]",,Male,10041,72000,89,0.32,27863,True,,,5.7,20000.0,,,187d3c938f5f6c5c3a64f9bc074eada7a303882f18a09795ef092b4e6f679b2b,c17ab2fd4901138f9391ea63c99d344fcf0fd7c4fc72827d78f252fd921e2621,192.168.175.0,46-60
app_448,"[{'category': 'Entertainment', 'amount': 83}]",,Female,90221,57000,22,0.23,12120,True,,,6.4,47000.0,,,08b2c46a8bd848d003f06fa90bce02df6cbcd0e85a5945052f39f4be1d4e6da0,38c8db823820820b0852e7c20a5f3d9f49369a8eb4dca8026084d9ec8264da7b,172.26.210.0,36-45
app_463,"[{'category': 'Travel', 'amount': 690}, {'category': 'Transportation', 'amount': 229}]",,Female,90205,,50,0.29,66878,False,algorithm_risk_score,,,,86000.0,,6dc534990d449077d615f805c3fce59c2d0164bb27b408f5a2ae69d6bfadba32,150f857b3e0555a3d422e9c21f154c8bf5365e1c9478763da48e2b31bfd43619,10.194.129.0,46-60
app_109,"[{'category': 'Fitness', 'amount': 67}, {'category': 'Travel', 'amount': 772}, {'category': 'Rent', 'amount': 715}]",,Female,90278,47000,27,0.23,17289,True,,,4.0,17000.0,,,0481c69f87109a8abcb4f3f2e439c01afc1c768a5a2acd84a6fda15d6d8788bc,0f1b0b1a6135ba97c812c3e15c457e1b9f7933f8116cfbdeedd56d6ddf0a8ae2,10.105.58.0,26-35
app_444,"[{'category': 'Shopping', 'amount': 303}, {'category': 'Insurance', 'amount': 509}, {'category': 'Dining', 'amount': 291}]",,Male,10077,91000,56,0.23,28670,True,,,5.5,59000.0,,,403bcb449e9593cc75fc0170fa4fa6509118866abefc3107b871123ba89d40f4,548c57c7d2ca3102f4943c83c73e23c9286e54ce9dbbba4f5ce50b3e96b355ea,10.4.242.0,36-45
app_412,"[{'category': 'Rent', 'amount': 334}]",,Male,10096,53000,61,0.43,25452,False,high_dti_ratio,,,,,,4ba3790f78f6d4478501a4fdaea2f5c33ea4f7ccdfaa32b3ba926f0b9fc8fd65,7d17c8d2546d9cd54b7522b38d38533b36779581192b90b7d41ece8cc1a66810,10.158.159.0,26-35
app_092,"[{'category': 'Fitness', 'amount': 330}]",,Female,90222,22000,31,0.4,14473,True,,,5.5,29000.0,,,75f9e3c174d2eb4753c2abf562d4a0fe5da564423da58e61d7eeb8cf445e601f,5c64fb995f8a42afbed4b9472740ae06790a5d86182768bf415349ab6afae8f9,10.218.56.0,26-35
app_135,"[{'category': 'Healthcare', 'amount': 255}, {'category': 'Travel', 'amount': 222}]",,Female,90202,65000,92,0.22,9369,False,algorithm_risk_score,,,,,,dc8b7fdbf3cfaa55edeebbf2aef9e39fe3cfaa5bc30b548c1ad731e08e058fb9,a8a8a0922214187b2320545f01f93e6ddcfe5b2f0815cd23fb354c193e92cca5,10.172.73.0,36-45
app_104,"[{'category': 'Healthcare', 'amount': 425}]",,Female,90254,84000,85,0.35,32846,True,,,3.6,76000.0,,,da8b8d89fe3e6473deb8ed89d5401918ea59b1935f519ea0a0d6c9bbe308fcab,bce6710d051fef795c75bb62ba176bc3fcaf6f4dd7e8787b083d6734eaa7951a,10.130.39.0,46-60
app_394,"[{'category': 'Groceries', 'amount': 395}, {'category': 'Dining', 'amount': 545}]",,Female,90271,61000,54,0.16,16646,False,algorithm_risk_score,,,,,,f123004f0501f5d72c28fb600f4cf090f8a7c11e93cccdaf002544ff556936a9,0e52aeea08bd3f33c7f5a8920982a2dea47dab73a8a46db04dca0f4eaf22c590,192.168.66.0,26-35
app_449,"[{'category': 'Insurance', 'amount': 498}]",,Female,90234,,86,0.07,27467,True,,,5.7,54000.0,75000.0,,9887128530c220277443c0a636d2ee47e989c2924393e91da78f5219ed758d03,6817448508cbd804478ac1a8189ef8ba2e9181214017cde740dee7e7b810d049,172.23.144.0,46-60
app_255,"[{'category': 'Entertainment', 'amount': 98}, {'category': 'Alcohol', 'amount': 229}]",,Male,10083,59000,32,0.07,13853,True,,,4.8,55000.0,,,b8fc58ad0e76beb6e4e7f4bbcd6077ac451d0eb3c46bb8b5e76fe4ad9f1949b0,0fd4f6da2356120dc51bbb3bc4090ed3ed6173ef6280d3839b77193ee2fb351e,192.168.14.0,26-35
app_365,"[{'category': 'Insurance', 'amount': 763}]",,M,10043,79000,53,0.08,10899,True,,,2.6,29000.0,,,25abf7209a1a418f5684ebbd4f765e8a52517ad1ec31a7914b8715aa79de76d3,6ee197da9a2d458c05fe6eeecb08df33e7dbe100a2372a285aed18066ee7f51e,192.168.85.0,36-45
app_500,"[{'category': 'Transportation', 'amount': 451}]",,M,10048,86000,12,0.13,42908,True,,,5.2,38000.0,,,4ec3f53ce57445d70263edb380037199d3547dc2123944a07a05972902b3f83a,a6d8dfa6ffea07f82839a473c570067c117b5230db748e71ddbcbd15e3b3c110,192.168.9.0,26-35
app_110,"[{'category': 'Groceries', 'amount': 316}, {'category': 'Education', 'amount': 181}]",,Male,10011,111000,112,0.07,58086,True,,,3.4,78000.0,,,3573352701c55c74b54d4c6d0b31af541cd189f36e5d035215a2ef2d4a259b63,bb179f4729245e8c31581ac147ca6b4d0d53399f336da6db5534708869d3df3c,192.168.251.0,60+
app_335,"[{'category': 'Insurance', 'amount': 327}]",,Male,10092,83000,75,0.16,57065,True,,,3.9,24000.0,,,17f7643e19b265341326c6c1932cef7dc20e20ab61696c72df7a2d123dc0db11,119f6f3ad641286cfee0da40aeb230023827ab57f4acaa5fdef7287c5314eb7b,10.184.100.0,46-60
app_490,"[{'category': 'Entertainment', 'amount': 753}, {'category': 'Healthcare', 'amount': 478}]",,Female,90251,171000,74,0.26,45864,False,algorithm_risk_score,,,,,,e681979853d7f17dafe3747370421fb00a5419b9cf471dc47712a2b34682f822,233e5c6d19cc7fd043d54470a31c61c4f5924c483ed636e33773144f41b84b6b,172.29.194.0,36-45
app_258,"[{'category': 'Education', 'amount': 661}, {'category': 'Insurance', 'amount': 599}, {'category': 'Healthcare', 'amount': 109}]",,Female,90273,71000,119,0.19,21151,True,,,6.5,73000.0,,,04a871bd2342d16e4dbc2012a0be220986f6e71101b9fe30fc8cc63e5456940a,7c7a1ae81db8de93ae75016e23c78ad252204baaf752baa797b11df2f9c6fd6e,10.248.44.0,46-60
